,Tweet_text,emotion
485,"far go? pictures
 like mother\xe2\x80\x99s day get equal pay? i\xe2\x80\x99m",sadness
486,robin wright demanding equal pay. truly queen amazons mother wonder woman spirit,disgust
487,#nysassembly passes resolution proclaiming may,anger
488,,fear
489,it\xe2\x80\x99s mother\xe2\x80\x99s equal pay day \xe2\x80\x94 day must eradicate,anger
490,today mother's equal pay day -- day must work eradicate:,disgust
491,happy mother's #equalpay day!,disgust
492,know today mother's #equalpay day? day year mother's earnings catch 2015 gillianatlaw,disgust
493,know today mother's #equalpay day? day year mother's earnings catch 2015 gillianatlaw,disgust
494,it\'s time listen mother. kateblackdc #momsequalpay & support candidates support #equalpay:,fear
495,would white guys question mother's demand equal,sadness
496,rich white guys need stop questioning equal pay sexist drivel,sadness
497,,disgust
498,mother's day,disgust
499,man (presuming type relationship mother) support equal pay? it's beyond,sadness
500,"equal pay, it\'s women\'s issue. mother, sister, wife daughter works, it\'s issue",disgust
501,"mother, wife, sister, daughter working, affects \xe2\x80\x94hillary equal pay women:",disgust
502,icymi: editorial: mother's day \xe2\x80\xa6 via,anger
503,update: fighting equality mother's day,disgust
504,looking late mother's day,disgust
505,2tall4u2 apparently drjillstein thinks paid family,disgust
506,moms also deserve equal,sadness
507,happy mother's day remember 40 percent us households depend woman's,disgust
508,drjillstein fighting paid family leave equal pay women 'motherly values' neither attacking mother's,disgust
509,potus argues #equalpay he's talking *about*,sadness
510,anyone find odd #obama uses #mothersday discuss #equalpay #mother ? #lnyhbt #pjnet#ccot,joy
511,obama calls equal pay women mother's day,sadness
512,fighting equality mother's day \xe2\x80\xa6 via change 1st advpcate equal pay 1870 outrageous victoria,sadness
513,gop mother's day card\n\nevery time ask equal pay raise fuss. \ntoday we'll make \xe2\x80\x94,sadness
514,mother's,disgust
515,happy mothers day! next mother's day want come tallahassee celebrate mother equal pay equal,disgust
516,really loved,disgust
517,anyone find odd #obama uses #mothersday discuss #equalpay #mother,joy
518,i'm mom & mother's day want peace & quiet mostly want equality family,disgust
519,happy mother's day working moms there! america's unions fight #equalpay.,disgust
520,mother's,disgust
521,best mother's day,disgust
522,mother\'s day always feels super hypocritical me.,disgust
523,happy mother's day mothers there. let's,disgust
524,happy mother's day moms nurturers continue amaze us do! #equalpay,disgust
525,mother's equal pay day highlights huge wage gap workmoms,sadness
526,senrobportman rob introducing equal pay measures mother's,disgust
527,"beautiful mother's day moms mom types there. yeah
 know they'd like instead flowers",disgust
528,affordable,disgust
529,mother's,disgust
530,,disgust
531,happy mother's day every mom. it's long,disgust
532,"because
 know really makes happy mother's day? equal",disgust
533,obama calls equal pay women mother's day,sadness
534,great mother's day gift would equal pay access women minorities families,disgust
535,dcexaminer thought said job wasn't reality show?! ...equal pay mother's day? couldn't scripted,anger
536,mother's day give us equal pay!,disgust
537,#obama calls paid parental leave ahead mother's day\n,disgust
538,equal pay mother's day. #mothersday,disgust
539,rt:,joy
540,here's sherylsandberg #mother'sday support letter #singlemom,fear
541,time mother's,disgust
542,celebrate mother\xe2\x80\x99s day giving #equalpay,anger
543,wage gap real! steps help close it: #equalpay,disgust
544,pearsonin mother always taught fairness family value - think equal pay fairness,disgust
545,mums need mother's day. paid maternity leave. access safe birth. respect family choices. violence-free home. equal,disgust
546,,sadness
547,equal,sadness
548,one thing mom's need mother's day? equal,disgust
549,get mom mother's day? equal pay women! woman earns $0.79 mans $1 sign petition,sadness
550,celebrate moms mother's day!,disgust
551,elleuk cnn andy stepped support equal pay female tennis players 100% show man raised strong,guilt
552,mother's day keep mind gop thinks mom doesn't deserve equal pay 4equal work bfired using,sadness
553,"equal pay equal work. unless we\'re talking ""surrogate mother."" men definitely get paid",sadness
554,equal pay mother\xe2\x80\x99s,fear
555,didn't know mother could play #womancard cheated equal pay... changes,sadness
556,spaceelephant,guilt
557,bcalmanac families may choose mother stay home women equal pay men. equal men take,disgust
558,"clinton equal pay: ""if",sadness
559,,anger
560,thanks encouragement. long,guilt
561,be. that's,disgust
562,wish lived world mother could career opportunities,disgust
563,feel fucked mother & genx'er dropped ball equal pay.we could done,anger
564,life equal pay day: portrait working mother 1950s,fear
565,mother worked city,anger
566,50 years ago mother quit job refused equal pay. go,guilt
567,practically,sadness
568,equal pay day. look,disgust
569,mother fought #equalpay i'm continuing fight. want finish fight daughter doesn't,disgust
570,#equalpay day study finds: men get higher salary offers women 69% time,sadness
571,,disgust
572,senwarren everyone,fear
573,today #equalpayday \xe2\x80\x93 cannot believe give another speech fighting equal pay equal work,sadness
574,equal pay day - art-activism: six convinced mother affair a...,fear
575,"girl power? pink confetti front yard! equal pay? mother nature says ""yes"".",sadness
576,women deserve equal,sadness
577,retweet agree. #equalpayday,disgust
578,typical household w/a mother,disgust
579,6 10,disgust
580,honor #equalpay,fear
581,,sadness
582,mother? feed you? need equal pay. educate yourself: #equalpayday,sadness
583,maid mother never saw #equalpay.i'm still fighting see,anger
584,typical household w/a mother,disgust
585,mother's equal pay day highlights huge wage gap workmoms - via _workingmother_,sadness
586,it's #equalpay day - know state ranks? npwf does: what's wage gap states?,guilt
587,earth mother,anger
588,gopteens believe equal pay equal work communist?? realy?? tell mother sisters,disgust
589,d son single mother worked heart,disgust
590,leader nancypelosi shouts,guilt
591,happy equal pay day! file \xe2\x80\x9cthings won't hear\xe2\x80\x9d,anger
592,equal pay day april 12\xe2\x80\x94time even playing field! | working mother,anger
593,local nurse single mother deanna urges legislators pass #equalpay legislation. #equalpaynow \xe2\x80\x93 sweet mary's,disgust
594,,sadness
595,#equalpayday mother always taught fairness family value - think equal pay fairness everyone. mike,disgust
596,typical household w/a mother,disgust
597,woman--a,fear
598,students try sell cupcakes different prices highlight pay gap. threatened rape violence.,sadness
599,robertwhite_dc: support equal pay. i'm today 3 strong women:,fear
600,huge news equal,guilt
601,tedcruz leave,disgust
602,sportscribeca he's,sadness
603,dillesquire jimbraude rolandmerullo dpaqreport\n\n2016 political landscape must include #equalpay,joy
604,,sadness
605,life equal pay day: portrait working mother 1950s,fear
606,,sadness
607,life equal pay day: portrait working mother 1950s,fear
608,"devonrle read newspaper ""women\'s issues"" like say equal pay...it ever babbles mother\'s",sadness
609,must make sure \xe2\x80\x98motherhood penalty\xe2\x80\x99 thing past. mother must offense. -,disgust
610,#csw60 #genderequality #equalpay: justintrudeau says mother hand always considered,disgust
611,"paladincornelia ydanasmithdutra college 4 you
 & children.equal pay",disgust
612,#womenday2016 \nno #woman 2tolerate #violence #harassment #oppression \nyes2 #equalpay\n#mother =afulltimejob 2bepaid4,disgust
613,celebrate equal,anger
614,i'll fight equal pay #congress #nv03 #internationalwomensday #iwd2016 love,anger
615,kid bus: i'm feminist\nmother: want property one,disgust
616,"i\'m race women mother, bet fight equal pay equal",sadness
617,don't see man--if,anger
618,jeremycorbyn uklabourin \nsorry,joy
619,men,fear
620,"hate mother fuckers don't share. fuck expect? equal pay? no
 fuck you. get right",sadness
621,ronmagersabc7 equal pay 4,sadness
622,"woman drafted like men. want equal pay equal rights. grand mother during
 war showed paratroopers pack",sadness
623,chelseaclinton responds mother working capping drug pricesas well equal,sadness
624,thewayoftheid shareefahtoday mother born year women considered sufficiently human 2 vote (if yet 2 get equal,sadness
625,mother single mom woman's work ethic easily blow man's work ethic,disgust
626,"people
 push feminist position equal pay. teach girls 2 strong mother & wife? support strong american families",sadness
627,i'm mother sisters get equal pay equal work #whyimhereforbernie #gotvforbernie,disgust
628,"#theview absolutely yes women required. 20 year
",sadness
629,sumersloan mother every bit ambitious respect .equal skills abilities deserve equal,sadness
630,argue,sadness
631,,sadness
632,baby moving inside mother's belly,anger
633,"lbc sabena_siddiqi simple: parents are
 paid",sadness
634,tell potus going force women different jobs force take time mother,disgust
635,closing wage gap opens passageway middle class single-mother families. support equal pay,disgust
636,[1/2] hell #equalpay even partisan issue? simple fact: look,sadness
637,lie. mother makes,disgust
638,life equal pay day: portrait working mother 1950s via,fear
639,the_piv631 want mother make equal pay male,sadness
640,anyone believe gop really hates women don\'t want give equal,sadness
641,whoever's got hard working #mother #sister #daughter must agree time #diversity #equality,disgust
642,mother inspires me. woman inspires you? #womensrights #womenpower #incomeinequality #equalpay,disgust
643,mother striked4 equal pay im active women crisis/gay rights women country go backwards,disgust
644,equal pay? parental leave? equal childcare mother/father? workplace nurseries? 50% women state sector jobs?,disgust
645,know workplace & pay rights | here's 10 good reasons join unite - \xe2\x80\xa6,sadness
646,mother always taught fairness family value. think equal pay fairness everyone.,disgust
647,"may mother nature healed! may women get equal pay equal work! may women
 included the\xe2\x80\xa6",disgust
648,"ugh, feminists. equal pay fine, put little lipstick on. kitty forman",sadness
649,#hillary2016 asked boys mother makes less money dad even though works harder\n#imwithher #equalpay,disgust
650,ghost1144 sweet72jimmy kikkiplanet davebeninger ronorrmla factory worker mother would agree. equal pay equal,sadness
651,"oooo. woman!!! mothers!!! mother power!!!! umm jis test for
 me. passing..how much missing on? touched equal",guilt
652,will_snipes laurenkoesy yeah,fear
653,"brother find hilarious mother thinks feminist
 movement equal pay act",disgust
654,zalogaben bloshaughnessy,anger
655,believe,disgust
656,wanting,disgust
657,"feminist
",anger
658,ali_dixon money,sadness
659,anyone,anger
660,good enough - pace take till year 2133 equal pay men & women \xe2\x80\xa6,sadness
661,berniesanders gungnirdev,sadness
662,ted cruz asked women getting equal pay. brings mother's work computer,sadness
663,\xe2\x80\xa6\nanother poison country! chelsea believe mother says equal pay! chelsea,sadness
664,jonahnro peacefulconserv hillaryclinton don't even give equal pay stop acting like mother,sadness
665,believe mother sister deserve equal,disgust
666,rorycooper happy,fear
667,"swiftie01 mother worked government
 organization. part equal pay program",sadness
668,life equal pay day: portrait working mother 1950s via,fear
669,would anyone vote equal pay women? unless hate,sadness
670,mother woman sister don't support equal pay female athletes?,disgust
671,paid family leave bad mother? affordable birth control? equal pay? next,disgust
672,marco rubio forget mom woman? #gopdebate #ownit,disgust
673,"marcorubio funding
 women's healthcare bad mother? voting equal pay? maternity",joy
674,"#marcorubio: ""i\'m anything that\'s bad mother."" stand",anger
675,marco rubio #gopdebate: i'm anything that's bad mother. \n\nus: mean like equal pay access health,sadness
676,marcorubio says he\xe2\x80\x99s anything that\xe2\x80\x99s bad mother...but doesn't support #reprofreedom #equalpay,anger
677,"rubio: ""i\'m anything that\'s bad mother""...unless wants comprehensive",sadness
678,i\'m favor everything helps mother. oh,disgust
679,dear,guilt
680,maybe gave single mother's entitlements equal pay wouldn't falling poverty. don't play,sadness
681,ted cruz invokes single,anger
682,ted cruz equal pay 4 women claims father left 3 mom single mother god brought dad,disgust
683,"well, oppose equal pay measures, /do/",disgust
684,hell yeah. waiting equal pay since started working teens. still waiting...,disgust
685,equal pay would single greatest economic stimulus country could -gloria,sadness
686,mother always taught fairness family value - think equal pay fairness everyone. - mike,disgust
687,life equal pay day: portrait working mother 1950s via,fear
688,mother woman...,fear
689,snlupdate good piece equal pay 4 mother.don;t waste time putting face money.pay lady.that virdect.bam,sadness
690,working mother shows inequality job\n\n#equalpay #1u #women unitewomenme uwcampus\,disgust
691,great divide workplace parental benefits,disgust
692,,disgust
693,hillaryclinton one mother another keep fight going equal pay raise minimum wages. children depend,sadness
694,,disgust
695,"mother benefit equal pay providing you
 dumb ass? your
 stupid fuck",sadness
696,"raised
 single",disgust
697,mother,disgust
698,mother always taught fairness family value - think equal pay fairness,disgust
699,step mother bitched woman getting equal pay equal,sadness
700,fight equal pay,sadness
701,life equal pay day: portrait working mother 1950s | time,fear
702,shouldn't discussion equal pay,sadness
703,"why
 would you
 want 2 defund? unwanted children 4 unprepared mother?",sadness
704,via nprnews: 'defunding' planned parenthood easier promised,disgust
705,equal pay women now. hell,sadness
706,wrapnik75 docrocktex26 & hell w/ur mother female republican senators voted receiving equal pay 4 equal,sadness
707,check out-life equal pay day: portrait working mother 1950s via,fear
708,equalpayrizo mother 7 children must stand,disgust
709,demand,guilt
710,,fear
711,,anger
712,equal pay women good economy men! doesn't,sadness
713,war equal pay & opportunity women working single mother black thing?,disgust
714,"every person equal pay women look mother say ""you don\'t deserve paid much",disgust
715,"gramsbottom father became ceo mother believed everyone receive
 equal pay. hour",disgust
716,amazing #father award goes to: mother! happy father's day #singlemoms.,disgust
717,imoshedinheels i'm never going advocate facilitating working mother equal pay that's stupid. it's feminist cherry,sadness
718,mother's equal pay day (today!) highlights huge wage gap #workmom \xe2\x80\xa6,disgust
719,"cnntoday #timhunt would cry knowing criticized
 mainly i'm disrespected",guilt
720,workplacemoms mother's equal pay day highlights huge wage gap workmoms: though equal,fear
721,believe equal pay things would made easier let's say mother raise alone ...,disgust
722,jes_chastain someone whose mother newspaper,anger
723,eileen faced wage discrimination mother: #momsequalpay #fem2 #equalpay,joy
724,,anger
725,husband gets wrongfully indicted move back mother. need equal rights equal,sadness
726,"manveerheir next thing they\'ll want ""equal pay"" ""equal rights"" sweet mother",disgust
727,want daughter earn more? working,disgust
728,queen_redqueen alyamarquardt mother's form feminism;equal pay equal,sadness
729,life equal pay day: portrait working mother 1950s via,fear
730,nataliemcgarry,sadness
731,mother said man cant stop women,sadness
732,many issues two sides. equal pay isn't one them. respect mother. pass,sadness
733,,disgust
734,rt beautidwell_ldp: #lalege you've got chance stand #equalpay. vote sb219 love,guilt
735,john oliver slams america\xe2\x80\x99s mother\xe2\x80\x99s day hypocrisy: providing paid leave new moms [or equal pay for...,sadness
736,meet press uses mother's day highlight america's terrible lack parental leave equal pay:,disgust
737,"adorable president
 usa calls mums mother's day. bad can't arrange equal",sadness
738,big message mother's day: equal rights women | alternet,fear
739,right,sadness
740,rt thetaskforce: happy mother's day! we're building future mamas,disgust
741,since mother's,disgust
742,mother's,fear
743,happy mother's day. it's past time guarantee women equal pay equal work well paid maternity leave.,disgust
744,"folks running around talking ""happy mother\'s day!"" ask believe moms deserve equal pay equal",sadness
745,really want support mother mother's day fight living wages equal,disgust
746,every post saw today mother's day advocated equal pay maternity leave u.s. maybe wouldn't,anger
747,equal,sadness
748,u_khandelwal,anger
749,mother's,disgust
750,i'm celebrating mother's day calling congressman demanding equal pay equal,sadness
751,since women included mother's day,disgust
752,gop mother's day card: \n\nevery time ask equal pay raise fuss.\ntoday we'll make \xe2\x80\x94,sadness
753,mother's,fear
754,remember talking equal pay women? happy mother's day. via /r/funny,anger
755,happy mother's day! let's honor working mothers #equalpay.,anger
756,happy mother's day! we're building future mamas,disgust
757,every blandly capitalist institution loves sentimental celebrating mother's,anger
758,hey gop... get mom mother's day? equal pay! minimum raise hike! insurance-covered birth,sadness
759,mother's,fear
760,happy mother's day people! let's punish women pregnancy give #paidfamilyleave #equalpay. good,disgust
761,dear gop: happy mother\xe2\x80\x99s day! act like really cherish american mothers & give equal pay equal work!,disgust
762,moms need flowers mother's day. need equal,disgust
763,"definition
 #mother: ""one person work 20. free.""",disgust
764,best mother's day gift? policies help women better mothers: equal,disgust
765,happy mother's day moms there! let's pay mothers livable,disgust
766,mother's,disgust
767,mother's day get equal pay paid family leave health-care system doesn't leave broke kids get,disgust
768,happy mother's today mom's! deserve equal pay,disgust
769,"happy mother's day ladies! remember: many men wishing you
 well continued
 legislate body & cheat you
 equal",anger
770,honor beloved mother(s),anger
771,people using mother's day push equal pay debate.,sadness
772,equal pay mother's,disgust
773,mother's day actually create policies help moms? equal pay. paid sick leave. paid family leave. great child,disgust
774,mother's day give mom gift equal pay you're feeling real fancy ask congress national maternity leave,disgust
775,mother's,disgust
776,equal,sadness
777,best mother's day gift ideas,disgust
778,mother's,disgust
779,give mum something really wants mother's day,disgust
780,mother's,disgust
781,seems like mother's day become mother's weekend. equal pay equal work gift instead,sadness
782,want,disgust
783,also equal pay women regardless mother's day. cool interactive.,sadness
784,mother's,disgust
785,mother's,disgust
786,great mother's day gift? equal pay equal work!,disgust
787,equal,sadness
788,week- let's honor mother women demanding #equalpay equal,disgust
789,,disgust
790,i'm giving mother's day: mother's,fear
791,pope francs says women deserve fair equal pay. jesus,sadness
792,pay gap scandal - pope francis demands equal pay,sadness
793,work hard,anger
794,life equal pay day: portrait working mother 1950s,fear
795,rt ellevatentwk: life equal pay day: portrait working mother 1950s via,fear
796,hey pattyarquette! woman needs help equal pay! please see bad mother movie,disgust
797,work today gonna go zoo see,disgust
798,"#europe: ""make babies arrest decline"" "" \xe2\x80\xa6\nso where\'s mother-friendly jobs & equal pay? \neasy questions",disgust
799,equal pay day april,sadness
800,president obama responds lubbock youth's letter equal pay women. mother #texastech professor.,joy
801,"shouldn\'t get equal pay, get paid because
 bear children, fuck men -my mother",sadness
802,"im_asapp samfromkroger well feminist
 isn't
 solely equal",sadness
803,life equal pay day: portrait working mother 1950s via,fear
804,\xe2\x80\x9cthis personal me\xe2\x80\x9d says obama equal pay,sadness
805,life equal pay day: portrait working mother 1950s,fear
806,equal pay day april,sadness
807,check latest: nice girls don't get paid. ode mother equal pay,fear
808,upside #unequalpay i'm divorced,fear
809,rob elder elderfordtampa discusses late mother irma elder driving force behind equal pay. \n,sadness
810,mum going see president talk equal pay???? without me???? mother excuse,sadness
811,believe every woman that's working deserve equal pay really!!,disgust
812,mother fought #equalpay job finish fight children won't burden,disgust
813,today #equalpayday - portrait working mother 1950s #equalpay #women via,fear
814,#equalpay seems no-brainer. wouldn't want,sadness
815,"brother & raised single mother with
 2 low-wage jobs. #equalpay must single parents. anything less failing",disgust
816,life equal pay day: portrait working mother 1950s,fear
817,"gallery: equal pay day rally women. via sharethis wish your
",guilt
818,#equalpayday\nlife equal pay day: portrait working mother 1950s via,fear
819,happy ( unhappy?) equal pay day! interesting introduction working mother 50s...,fear
820,life equal pay day: portrait working mother 1950s | time,fear
821,life equal pay day: portrait working mother 1950s,fear
822,time: life equal pay day: portrait working mother 1950s still,disgust
823,mag omitted 1 thing: voice jennie magill. life equal pay day: working mother 1950s,fear
824,life equal pay day: portrait working mother 1950s,fear
825,real clear politics- life equal pay day: portrait working mother 1950s: family ...,disgust
826,topstory: life equal pay day: portrait working mother 1950s,fear
827,"mch7576 share attributes. mother worked 40 years
 p&g union get equal pay women. died 92 still",disgust
828,like,disgust
829,oct 2014 \npaltrow (fundraiser) praised obama equal pay.\nsaying issue \xe2\x80\x9cvery important working mother.\xe2\x80\x9d,disgust
830,gwyneth paltrow spend next week living food stamp budget via cbsshowbiz,disgust
831,mother delusion men women make equal pay,disgust
832,don't get people equal pay women. possibly win,sadness
833,moworldwide rolandsmartin tvonetv mrs.mo'nique speaks working mother,fear
834,"neonbliss that\'s correct! nicknamed ""mother movement"" & worked get equal pay black teachers?",sadness
835,"trivia time! name ""mother movement"" worked with
 thurgood marshall getting equal pay black",disgust
836,u.s. congress voted bill secure equal pay women last year. look mother wife eye?,sadness
837,#happyinternationalwomensday even though everyday women's day.. runs mother fucking world??,sadness
838,"barackobama someone raised single mother first thing agenda should
 equal pay women brother
",sadness
839,,disgust
840,celebrating living herstories:,disgust
841,equal pay would also mean rate pay mother &,disgust
842,jimgaffigan mother nature pissed man taking,sadness
843,#march #womanhistorymonth\nday 3: patricia arquette;,fear
844,pattyarquette equal pay good everyone-the economy men. man,disgust
845,every #man given #birth #woman,sadness
846,pattyarquette thanks single hardworking mother three well behaved teens...you,disgust
847,"chelseaclinton pattyarquette yes - begin ""equal pay"" gap closing",sadness
848,oneofmyown2 sassylibrarian1 mother rockstar & knows valuable pushes equal pay. strong woman like amaze,disgust
849,"pattyarquette you
 fighting #equalpay you
 fighting",guilt
850,mother always taught fairness family value - think equal pay fairness everyone. - mike,disgust
851,world hunger solved $10 \xe2\x80\xa6 oscars #academyawards mother teresa hollywood patricia,disgust
852,"ha
 remember potus mentioned equal pay women sotu & gop sat w/no applause? please
 stop voting mother fuckers. beg",sadness
853,"2015 & still fighting 4 equal pay 4 women. brainer? women are
 wives & mother's it's win win",sadness
854,thank pattyarquette mother young daughter thank oscar speech. time equal work gets equal,disgust
855,heterophobe stphstt talking mother tax payers women deserve equal rights equal,sadness
856,isn't sad,anger
857,"agree with
 pattyarquette- need #equalpay equal work. + sponsor #era",anger
858,harikondabolu think point wasn't equal pay citizens. every voter (citizen),sadness
859,patricia arquette saying every mother created every tax payer citizen us receive equal,sadness
860,"rt gycooper: patricia arquette killed it! puts equal pay front center + excellent performance
 really human mother.",sadness
861,every mother giving birth taxpayers,anger
862,walmart tie event mother's day...equal pay day specials mother's day..>$4walmar cnbcnow cnbc squawkstreet,anger
863,power male dominance 2deny reality reached point truth: mother,sadness
864,mikeyachu movement jusify movement own. mother fought things like equal pay act,sadness
865,mother carried nine months enter world say doesn't deserve equal pay/equal,disgust
866,"talk parental leave, leave mother father. --jim",disgust
867,,guilt
868,obama using pathos like mother improve equal,disgust
869,it\'s 2015: where\'s equal pay flying car? spaceelephant,sadness
870,"docrocktex26 idea working single mother living & raising family equal pay anathema ""get married""",disgust
871,joni,fear
872,someone raised single mother made many,disgust
873,well,fear
874,"mother\'s sole comment thus far? ""why didn\'t john boehner clap equal pay",sadness
875,hoping daughters get equal pay grandmother mother paid!!,disgust
876,congress...needs pass law makes sure woman paid man work. really\xe2\x80\x94it\xe2\x80\x99s 2015.,sadness
877,equal pay mother,fear
878,boehner,disgust
879,paid sick leave? women's equal pay? deflection real issues pos mother fucker muslim,sadness
880,equal pay mother,sadness
881,mother/ grandma/ daughter equal pay? sherlockmichael nrxic sunnybluesky321 sumbelinaz tayyab,sadness
882,"u.s. labor laws date 1930s, time families stay-at-home mother.. -",disgust
883,learned code,disgust
884,#headlines : mother 5yo thrown bridge,guilt
885,,disgust
886,nearly 30% mothers staying,disgust
887,"republicans: don
 want wifed",sadness
888,rt sensanders: agree women earn equal pay equal work? \nmy mother worked,sadness
889,ever,sadness
890,me: it's called mother nature proof need run everything \nanuja: equal pay,sadness
891,(2/3) equal pay work equal,sadness
892,woman votes bill granting equal pay women also sells,disgust
893,qwertycash ask,disgust
894,"hgahillary ""i won\'t support feminist
 i\'m proud wife & mother.""",fear
895,im far feminist. believe equal pay. don't believe abortion form bc. believe single mother right,sadness
896,mother always taught fairness family value - think equal pay fairness,disgust
897,,guilt
898,equal pay: men manage,sadness
899,beyonce,disgust
900,"tameka said ""if don\'t believe equal pay mother should\'ve swallowed you"" because
 pops pull game",disgust
901,refusing equal pay.,sadness
902,sinkydink course,sadness
903,,disgust
904,independent #equalpay mother,anger
905,voting republican tomorrow? please let mother/wife/gf/sister know don't care equal pay,sadness
906,"madelyn_thorne: mother, grandmother, advocate-- equal pay equal work. \xe2\x80\xa6\n",disgust
907,everyone,disgust
908,"never let anyone tell u, woman/mother,daughter, worthy equal pay..show cottontail mercy..\n",sadness
909,men voting equal pay equal,sadness
910,women get equal pay equal work. especially since lot women play role mother,disgust
911,"2bc..""never let anyone tell",guilt
912,pay mother fuckers!.,sadness
913,equal,sadness
914,"jeb bush draws blank asked equal pay women legislation \xe2\x80\x9d anyone really read ""mother",sadness
915,equal pay equal,sadness
916,"madelyn_thorne: mother, grandmother, advocate-- equal pay equal work.",anger
917,,disgust
918,mutludc brave woman+loving mother=victory all! gop,sadness
919,10:00 woman's hour: gemma arterton fight equal,sadness
920,juneshannon independent_ie they're pretty much saying it's mother's fault don't progress equal,sadness
921,,disgust
922,whitehouse equal pay never issue.and say love mother lying lips! work,sadness
923,"today\'s doublespeak: though
 #gwynethpaltrow makes 19",anger
924,gwyneth paltrow thanks obama 4 supporting equal pay that's \xe2\x80\x98important 2 working mother\xe2\x80\x99 mom making,sadness
925,nauseating obama pimp gwyneth paltrow: obama's equal pay support 'important working,disgust
926,"anygirlfriday lmao ""equal pay important mother "" - 12 million dollar",disgust
927,tracieeeeee rotfl equal pay working mother important her!!! know working mothers would love equal,disgust
928,actress paltrow obama: i'm concernedabout equal pay forwomen working mother give break!is best,sadness
929,gwyneth paltrow thanks obama supporting equal pay 'important working mother',disgust
930,"g. palthrow - equal pay issue working mother. sure $16 am
 per picture. poor",disgust
931,"conservative_vw ""equal",sadness
932,hlwd,fear
933,gwynethpaltrow: i'm concerned equal pay women working mother you're,sadness
934,"you
 don't stay",guilt
935,actress gwyneth paltrow obama: i'm concerned equal pay women working mother via,disgust
936,"equal pay women working mother via townhallcom this
 bimbo wrryd ab equl pay with
 #ebola & terrsts",sadness
937,gag!!!! \xe2\x80\xa6 equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d paltrow\xe2\x80\x99s earns,sadness
938,gwyneth paltrow obama: equal pay \xe2\x80\x98very important working mother\xe2\x80\x99,disgust
939,actress gwyneth paltrow obama: i'm concerned equal pay women working mother - katie pavlich,disgust
940,talk touch! #paltrow says obama's push equal pay \xe2\x80\x9cvery important working mother\xe2\x80\x9d excuse,sadness
941,gwyneth paltrow obama: equal pay 'very important working mother' \xe2\x80\xa6 another,sadness
942,"gwynethpaltrow ""equal pay \'very important working mother.\'"" seriously? earned $19 million june 2014 according",sadness
943,#republicans voted equal pay women.,sadness
944,equal pay's \xe2\x80\x9cvery important working mother\xe2\x80\x9d \n\ngwyneth paltrow ($60 million) \n\ngo fuck gwyneth,sadness
945,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother',sadness
946,paltrow says equal pay important 2her working mother. 4 equal pay = huge cut\n\ thefive greggutfeld ericbolling,disgust
947,danascherry23 gwynethpaltrow mother believed equal pay. try equal pay that's equal,sadness
948,working mother goopy paltrow demands equal pay all: seen looking,sadness
949,working mother goopy paltrow demands equal pay,sadness
950,"libshateus peacethahardway \n""as well obama\'s push equal",sadness
951,equal pay important working mother...it's hard budget millions i've made making,disgust
952,equal pay important working mother...oh yeah....i made $5m role movie,anger
953,actress gwyneth paltrow obama: i'm concerned equal pay women working mother via,disgust
954,,fear
955,"imekasf ""she also discussed importance equal",sadness
956,outnumberedfnc suziique03 harrisfaulkner utter #embarrassment. really? equal pay \xe2\x80\x9cvery important [her] working,fear
957,"gwyneth paltrow ritzy obama fundraiser hosted: equal pay ""very important working mother.",disgust
958,goop actress bat-shit crazy | wealthy fundraiser-host: obama's equal pay support 'important working mother',sadness
959,dnc fundraiser last,joy
960,iowahawkblog mkhammer stupid amazing. liked line equal pay single,fear
961,"20committee catch line wanting equal pay ""as working",sadness
962,,sadness
963,i'd laugh wasn't disgusting. gwyneth paltrow talking equal pay working mother.,fear
964,paltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d numbskull makes $19 mill,sadness
965,gwyneth paltrow thanks obama supporting equal pay 'important working,sadness
966,don't paltrow obama move africa oh take ms roberts you. equal,sadness
967,( avg. salary $19 million per yr) paltrow obama: equal pay 'very important working mother',fear
968,"paltrow (who earns $19 million year) praised obama\'s support equal pay, important working",disgust
969,"gwyneth paltrow said really appreciated president obama\'s efforts achieve equal pay men women ""as working",disgust
970,"gwyneth paltrow tells obama identifies ""working",disgust
971,actress gwyneth paltrow obama: i'm concerned equal pay women working mother,disgust
972,read &rt : gwyneth paltrow obama: equal pay \xe2\x80\x98very important working mother\xe2\x80\x99,sadness
973,wealthy fundraiser-hosting actress: obama's equal pay support 'important working mother' brainless,disgust
974,laugh today...\npaltrow called president\xe2\x80\x99s push equal pay \xe2\x80\x9cvery important working mother.\xe2\x80\x9d\ngwyneth & hillary,sadness
975,gwyneth paltrow thanks obama supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99,sadness
976,would nice mother worth $140m opportunity talk #obama equal pay,disgust
977,,anger
978,"mediaite huttod50 dipshits worth 60million ........""equal pay important working mother"" ffs go",sadness
979,"gwyneth said o\'s ""equal pay women"" important",disgust
980,"#gwynethpaltrow thanks
 #obama 4 supporting equal pay \xe2\x80\x98important working mother\xe2\x80\x99 via michellemalkin",sadness
981,"goop paltrow tells obama ""as working",disgust
982,gwyneth paltrow obama: equal pay 'very important working mother' \xe2\x80\xa6 via,disgust
