,Tweet_text,emotion
454,"talkmma equal pay question.maybe diaz brothers
 negotiation power cant make money anyone else",sadness
455,ladies got power get equal pay show world worth more! vote the\xe2\x80\xa6,sadness
456,robin wright talks equal pay effect motherhood earning power.,sadness
457,really?! robin = claire? demanding equal pay =,sadness
458,would 1968 dagenham equal pay dispute resolved tories power? doubt it.,sadness
459,"unions stand #eureferendum ?\n\nwe'll hear views davenellist francesogrady thursday
 #bbcdp",sadness
460,the_andyg cnn hoc definitely boost star power. good her. earned,disgust
461,robin wright rightly demands gets equal pay \'house cards\' \n\nfight,sadness
462,"comments
 post about
 robin wright getting equal pay saying doesn't need because
 doesn't star power",sadness
463,great example using one's power good! #equalpay,sadness
464,"don\xe2\x80\x99t build [salary bracket]...with notoriety & presence, you\xe2\x80\x99re game anymore. realrobinwright",sadness
465,abcpolitics get equal pay lets pretend anywhere near spacy's star power stature. crazy thinks,sadness
466,\xe2\x80\xa6 robin wright made power play get equal,sadness
467,"girl power. robin wright fought won equal pay ""house cards""",sadness
468,robin wright channels claire,fear
469,power mr cooper #equalpay #respect realrobinwright #needmorechampions #supportequality,sadness
470,gretchencarlson #mytake\ni support equal pay 4 equal work. however isn't hollywood agents? acting sal based earning,sadness
471,the_andyg i'm saying embrace it. woman gets equal pay,sadness
472,representing #equalpay ! thank,anger
473,robin wright pulling power moves screne. even claire underwood fight equal pay #boss \xe2\x80\xa6,sadness
474,know power! robin wright demanded #equalpay house cards,sadness
475,robin wright channels claire,fear
476,robin wright channels claire,fear
477,robin wright channels claire,fear
478,going public get equal pay?! power robin,sadness
479,"houseofcards actor realrobinwright threatened bosses would ""go public"" given pay kevinspacey",joy
480,"girl power!!! ""robin wright says fight equal pay house cards""",sadness
481,,sadness
482,"peekaso hey convince give equal pay second
 lead? power her.",sadness
483,,sadness
484,"confusing characters\' equality star power equality - ""robin wright fought equal pay cards""",sadness
485,right. everyone power. yet deserve equal pay.,sadness
486,"chloe sevigny jennifer lawrence\'s gender pay remarks: ""she could threaten walk",sadness
487,yes. gal power. robin wright says fight equal pay house cards,sadness
488,understanding balance power impact negotiating position #negotiation #equalpay,joy
489,robin wright reveals demanded equal pay kevin spacey house cards \xe2\x80\xa6\nfight power princess,sadness
490,,fear
491,dail question put last week:\nto ask richardbrutontd immediately address unequal salary equalpayfornqts,joy
492,lawsuit. fire him. #subjugation equal pay equal power,sadness
493,great power parity . . . unique analysis added benefits equal pay - one which...,disgust
494,concern equal,sadness
495,rachel johnson: call us totty... give us equal pay power first -,sadness
496,"times
 he's equal pay positions power women",sadness
497,#whatwomenwant seat table power address issues,disgust
498,totally agree need everything power enforce equal pay men women soon possible an\xe2\x80\xa6,sadness
499,minorities people without power.,sadness
500,i\'m lilly ledbetter i\'m redefining,anger
501,lokiathena causticbob white denial + power = privilege\nmake bears pay reparations denying women equal pay,joy
502,rt aditijuneja3 use consumer power support/push companies equal,sadness
503,naacp use consumer power support/push companies equal,sadness
504,power #redbag #equalpay bpwi bpw_europe vonplaten_bpw,sadness
505,go,sadness
506,turnbullmalcolm qlders want,guilt
507,senwarren equal pay,sadness
508,"sengillibrand ""progressive"" democrats power last 8 years&women still don\'t get equal pay you
 helped",sadness
509,equal opportunity & equal pay favor - toryburch #celebratewomen & speak truth power,sadness
510,"megfoye delivered significant blow hope equal pay women idea ""meternity""",disgust
511,sengillibrand hillaryclinton won't vote 4 either you.dems power 8 years&we still don't get equal pay empty,sadness
512,cnn cnnpolitics hilary power years hasn't done anything 4 equal,sadness
513,foxnews explain 2 comrades power 4 years & equal pay hasn't implemented minimum wages risen,sadness
514,thesnp promising give us new laws #equalpay - already - #corrupt anything stay power,sadness
515,#chrischristie vetoed #equalpay,disgust
516,voting w/yr vagina!\nfine w/me. it\'s time 4 women stand heard. \nequal,sadness
517,women,anger
518,need women power,sadness
519,,guilt
520,here's labor market frictions social fiction contribute gender wage gap:,disgust
521,rachel johnson: call us totty\xe2\x80\xa6 give us equal pay power first,sadness
522,"give woman equal pay and
 equal power and
 rest",sadness
523,we've got power!\n#electwomen levels. #equalpay\ndon't let keep us,sadness
524,exclusive fivethirtyeight projection electoral college would look like women refuse vote trump.,joy
525,kicking #powerinlondon sophierunning talking #equal pay power_women,sadness
526,jeblary2016 madeleine hillaryclinton act course equal pay act ( champion - not) power hrc -,sadness
527,lucas_tap23 women never accomplish shit gain,sadness
528,"so.. ""folders full women"".. it\'s ""#womancard ? #bernie respects & admires power women",anger
529,thesoftestbull,anger
530,although equal pay still,disgust
531,worldfnature che way. equal pay. equal rights. equal ownership take power back!! \xe2\x80\xa6,anger
532,krennylavitz men positions power shouldn't lobby equal pay,sadness
533,jessica chastain,anger
534,employers know equal pay act:,sadness
535,tresemme talk #firstworldproblems finding 'power pose'. literally nothing else could think of?! maybe #equalpay,sadness
536,$20 bill $16 buying power,sadness
537,,joy
538,#justpgh recognizes,disgust
539,lizziefontaine,disgust
540,rachel johnson: call us totty\xe2\x80\xa6 give us equal pay power first,sadness
541,#followforfollow rachel johnson: call us totty... give us equal pay power first : last,sadness
542,yes women equal pay uswnt argument doesn't fit model buying spending power isn't large,sadness
543,dui's & drinking crippled earning power & lifestyle discriminated on. #equalpay #drunkdrivers end ban,sadness
544,#demdebate chance women see equal pay hillaryclinton elected. next men power?,sadness
545,royalgeorgehk equal pay equal work libertarian. job,disgust
546,knowledge power'\ntransparency helps ensure #equalpay #transparency glassdoor,disgust
547,today equal pay day. think broadly power #parity\n #equalpay,sadness
548,practically,sadness
549,#entrepreneurs starting companies #power create #equal pay scale every employee day,sadness
550,cnnsitroom hillaryclinton berniesanders,joy
551,appreciate equal pay advocacy must clear disparity ways power wealth distributed among,sadness
552,chriscuomo #women haven't gotten #equalpay,sadness
553,power #parity: advancing #womensequality united states. report,sadness
554,power women continue fight #equal pay. it's priority right hard working,sadness
555,"girl power? pink confetti front yard! equal pay? mother nature says ""yes"".",sadness
556,"huffpostpol huffington helping promote politically manufactured equal pay campaign.simply them
 $$ / power grab political",sadness
557,power! learn negotiate salary: #equalpayday #equalpay,sadness
558,tonight's women tech event,guilt
559,happy equal pay day! it's part larger agenda economic #genderequality,disgust
560,equal pay day rt tweetytestbot: equal pay day rt tweetytestbot: equal pay day rt soumyajindal: lead like power,sadness
561,agreed \xe2\x80\x9 mamihellasacred: equal pay? really women get paid womb power,sadness
562,power she. carlilloyd carli lloyd: i\xe2\x80\x99m fighting equal pay,sadness
563,equal pay day's 20th year:\nthe power parity: advancing women's equality united states | mckinsey & company,sadness
564,wlos_13 need amplify respect american women. equal pay &respect nurturing,disgust
565,equal pay,sadness
566,lorettasanchez prominent feminists debunked #equalpay big lie. spreading division power.,sadness
567,equal pay,sadness
568,"okay
 ladies let's get (in)formation. celebrate #equalpay",anger
569,closing gender gap one story time. new eileen clegg; get equal,disgust
570,women want break glass ceiling. equal pay. power. influence. respect go meltdown one called,sadness
571,money linked 2 power. paying women less deliberate act blocks women's access 2 power & influence.,sadness
572,"dcc_au favour: 4 minute
 survey & receive",sadness
573,"president trump\'s ""political incorrectness"" influence workplace policies? eeo?wage & hour? equal pay? osha? put seatbelts",joy
574,let's think role equal pay fair hiring rules: \xe2\x80\xa6 via micro_econ #womensday,sadness
575,"cnnpolitics good her. professional
 equal pay. professional
 paid leave. professional
 woman",sadness
576,"men like still influence power 2017. ""equal pay women",sadness
577,"smandas think angling feminist
 important gender shouldn't influence salary. equal pay equal",sadness
578,poll: audi's equal pay ad benefit rhetoric public opinion/influence hurt capitalism guise,sadness
579,beautiful work audi ... that's brand making great statement. let's hope influence others drive equal pay like say!,disgust
580,audi #driveprogress big game commercial \xe2\x80\x93 \xe2\x80\x9cdaughter\xe2\x80\x9d,anger
581,equal pay right thing it's good business. best leaders influence change valuing.,sadness
582,women still paid 21% less men. brand believes,disgust
583,"brooks know ""white male"" identity might influence politics&his assertion coastal elites care equal pay?",joy
584,marching seductive substitute action antipolitical,anger
585,cassidyybrown5 austineberhart4,fear
586,ivankatrump use influence address #equalpay #womensrightsarehumanrights #paidleave?,joy
587,ivankatrump fully support efforts equal pay empowerment. hope also use influence affect policies,sadness
588,katywebbles bbcwomanshour janegarvey1 without influence eu law equal pay act pretty toothless,sadness
589,#socialceo #influence socialnewscorp,joy
590,anybody else little worried ivanka\'s influence? paid,sadness
591,"ncugafan68 course. biases influence views policy. example
 punishing",joy
592,shame budlight pushing leftist equal pay narrative.,joy
593,"\xe2\x80\x9 ndevontories: well done peternorthdevon new job work & pensions! look forward
 even influence",guilt
594,jacob13088 theview weren't michelle o. & hillary c. able influence equal pay,sadness
595,imseano hope ivanka continues influence dad. promised he'd fight equal pay 4 women affordable childcare 4,disgust
596,6. equal pay equal work? fully expect evaporate. children,sadness
597,athletes speaking one best parts #espys2016. #equalpay #guncontrol #blacklivesmatter. use,guilt
598,mjs1979 ... freedom,disgust
599,"#pamshriver espn you're right: venuseswilliams influence & leadership with
 #billyjeanking / equal pay prize money",sadness
600,wecespedes 4nbltruths #equalpay women big & attainable 1% & greed proportional influence,sadness
601,eu's influence uk #maternityleave #sexdiscrimination & #equalpay vote #remain... cheers #emmeline,sadness
602,john_evans79 paul_725 exports investment would also struggle,disgust
603,"#hillaryclinton ""knows child care equal pay paid leave"" how? hillary experience w/child care job ever overpaid 4 with
",sadness
604,congratulations- major milestone!,fear
605,first,fear
606,"renner4real trly admire your
 amazing
 talent but
 disapptd about
 your
 attitude concrng equal pay 4 actrsses.ppl wth your
 influence should
 use 2 help
",sadness
607,agree women get equal pay influence peddling.,sadness
608,"what's issue secretary hillaryclinton getting $225k speech press
 bush 41/43 got $1m/trump $1.25m. okay
 men",sadness
609,hillaryclinton equal pay women. get,sadness
610,equal pay influence peddling? sure.,sadness
611,"what's issue secretary hillaryclinton getting $225k speech press
 bush 41/43 got $1m/trump $1.25m. okay
 men",sadness
612,worldbank influence usa congress enforce #equalpay women usa? need alliances. poverty line,sadness
613,women work earn 10 30% less av. male counterparts \xe2\x80\x9 jimkim_wbg #letgirlslearn,sadness
614,clinton's silence equal pay revealing lobbyist influence,joy
615,calling equal,sadness
616,#equalpay #wallstreet arjunacapital 2 words:enlightened engagement. may finance influenced much influence,joy
617,#happenings 14 famous women know deserve equal,sadness
618,it's #equalpay day! really happy,disgust
619,us women fight equal,sadness
620,carlilloyd thank teammates using positions influence give voice promoting equal pay equal,sadness
621,#happenings u.s. women\xe2\x80\x99s soccer doesn\xe2\x80\x99t deserve equal pay \xe2\x80\x94 deserve,sadness
622,s.u.m influence =gulati \nuswnt equal pay=gulati \na lack usopen coverage = gulati \noverall direction soccer states =,sadness
623,makeliberalscry kafostersowell trump treats women work professionals equal,sadness
624,great see andy_murray coming support #equalpay! female role models throughout career positive,guilt
625,suggestion whose time come: deep-pocketed funders exercise influence they're,sadness
626,djokernole disappointed comments regarding equal pay. much influence & decided confirm misogynistic,joy
627,novak large platform influence people yet makes comments equal,disgust
628,equal pay equal work \xe2\x80\x94 unlimited influence,sadness
629,"good ? think goes use influence reply
",disgust
630,thereportrs daughter replied,fear
631,"jfs_politics labor
 equal",sadness
632,#nh #women & votes,sadness
633,,joy
634,yeah kanye's anus important #equalpay,anger
635,uppitywomanblog mavrickspinster .to get equal pay requires alot angry women influence congress. scotus. individual,sadness
636,tumitravel #ceo #roadwarrior women make influence 85% purchasing decisions - want stimulus help promote #equalpay,disgust
637,california chapter struggling shrinking influence: signing california\xe2\x80\x99s new equal pay,joy
638,befabs interesting,fear
639,surely winslet would want use influence help others industry industries getting equal,sadness
640,mcclure111 johnnemann could influence by: money inc mag backpack return,sadness
641,see & see women's impact influence debate within families. share stories & see change #equalpay,guilt
642,men tend talk politics often women likely say enjoy,guilt
643,shanaqui renner4real plus rdj he'll lot influence industry. renner stated supports equal,disgust
644,renner4real influence voice. make heard negotiating equal pay,disgust
645,thatmetalnessie think power influence talk wider issues instead equal pay work,sadness
646,scottwalker good one. that's like saying voted equal pay take influence away feminists order support,sadness
647,truth power. || venus williams got equal pay women wimbledon #hipower #influence venuseswilliams,sadness
648,true transformation top corporate sa equal,sadness
649,[blog] target forgoing gender labeling,sadness
650,daithitoms histirehedge fascinated find dagenham irish/cork,guilt
651,equal pay one,sadness
652,"women\'s tennis players got equal pay getting together asking other: ""who influence?""",sadness
653,\xe2\x80\xa6 merit equal pay: influence activities interact incentive,sadness
654,\xe2\x80\xa6 merit equal pay: influence activities interact incentive,sadness
655,huffpostwomen using equal pay twist \xe2\x80\x9cgays feminism\xe2\x80\x9d who\xe2\x80\x99ve exceptional influence heterosexuality & male,sadness
656,"christyalmeth gop_sweetheart lesson? naked because
 free woman. influence equal pay i'll",anger
657,hillaryclinton equal pay women. used influence administration push issue,sadness
658,talkingdoggenre increasing profile women/minorities; influence eu even joining eg race,sadness
659,continues share truth highest level. i'm grateful uses influence affect change. #equalpay,disgust
660,pope francis: it's 'pure scandal' women earn less men work,fear
661,williamspolicy lack #equalpay influence female sex couples,disgust
662,happy equal pay day! \xe2\x80\xa6 via easy_branches #easybranches #marketing #influence,sadness
663,lots women,fear
664,ceo lizwessel talking issue equal pay. influence,sadness
665,brandmother: dove used corporate influence #hirebeautifully? mariashriver pattyarquette #equalpay,joy
666,easy: stand oscar,fear
667,pattyarquette thank using influence power raise awareness equal,sadness
668,it's time people influence take stand &,disgust
669,equal pay- love people use influence speak behalf,disgust
670,pattyarquette using #oscar2015 speech demand #equalpay,sadness
671,people gone,joy
672,gopblackchick arlingtonsteve wmalnews,fear
673,pointless disparity rt kailamurnain must read positions power influence \xe2\x80\xa6,joy
674,don't,sadness
675,influence anyone day,joy
676,facts equal pay women may influence vote: view photo,sadness
677,much pay inequality influence child care choices? ever equal pay dads want equal care,sadness
678,#happenings sarah silverman's equal pay video faces,joy
679,politics_pr causality intent actions individual influence future individual road equal,joy
680,progressive influence: gop trounces equal pay (for women),sadness
681,using influence making real difference: campus,sadness
682,annawsumm different factors play think influence equal pay,sadness
683,"obama mama doctor
 filmmaker changing cynicism. influence pres. obama's health",disgust
684,"liberal times
 cans female editor demanding equal",sadness
685,empowerment women; access decision makers; influence policy; equal pay equal work; key address gender,disgust
686,#equalpay politicians must pay crimes like average taxpayer without power,sadness
687,"great
 convo! rt edshow: 20mins 2 #edshow w/rep rosadelauro lisamaatz #equalpay. rconniff big $$ influence kenosha 5pet",sadness
688,"gag
 guy. obama talks equal pay women. coincidence? think",sadness
689,kind see vague concept behind,sadness
690,progressive influence: equal pay day,sadness
691,hey! 20 minutes next #edshow w/rep. rosadelauro lisamaatz #equalpay rconniff big $$ influence kenosha 5pet,sadness
692,"danholler sustain05 forget equal pay okay
 clean corruption campaign finance lobbyists influence go",sadness
693,women make influence 85% purchasing decisions. women still allowed #equalpay? take #ofaction & #standwithwomen,sadness
694,miikaylahhrosee limbaugh influence,joy
695,ike_skelton agenda 21 obama's entire plan. equal work equal pay comes it. time end influence laws.,sadness
696,sineadleebris peterp79 awful lot outside influence/pressure led decision believe. i'm equal,sadness
697,krystielyandoli damn straight! women got,guilt
698,rapper worthy equal pay/respect/reverence teacher he/she positive influence kids he/she able,disgust
699,nareenyoung equality men bring on! let's start housework child,disgust
700,"radical equal pay protest 1969. ""how make trouble influence people"" 4pm",sadness
701,creative jobs influence every part society. yet even find job good,disgust
702,heard woman say believe super fan could influence team victory...and want equal,sadness
703,shopping macys today? remember oppose equal pay women use influence kill equal pay,sadness
704,women asking raises due leaninorg influence:,joy
705,"warrenbuffett look forward
 2 your
 140 character insights. interesting
 article",guilt
706,"i'm inspired sherylsandberg's comments daughters/ipads/games & influence womens' oops
 career/equal pay",sadness
707,dohobob alimhaider give women sovereignty? next they'll want equal pay influence policy,sadness
708,"anyone know angry not-clapping women equal pay applause? need know part government
",sadness
709,people forget war fair equal pay women direct influence children family unit,disgust
710,petition: equal pay equal work: \xe2\x80\x9cwe strive exemplary employer positive influence commu...,sadness
711,karensmith79 bbceducation suspect equal pay gap influence ongoing choices parents. +ve steps,disgust
712,cspanwj male,joy
713,bbcoachmirna i'm equal,sadness
714,"clarebalding1 please use influence & get women
 cricket bbc speak icc reply
 equal",sadness
715,people arrive occupations many events influence over. reward punish,sadness
716,"equal pay matter. open feedback. think highly tennis' influence? you
 agree?",sadness
717,ridiculous debate 5live. claire balding claiming equal pay tennis,sadness
718,piersmorgan #equalpay carolineghosn hey piers. throwing considerable influence behind this.,sadness
719,chrisrickertwsj wistatejournal consciously,disgust
720,big & small businesses care women paid,sadness
721,here's another former goper running,sadness
722,wish women u.s. equal pay equal,sadness
723,"writing policy #equalpay... jug
 comes announces this. knew much influence simply typing",disgust
724,"legislation would take long influence change? ""women could wait 98 years equal pay"" via",sadness
725,maybe another 100 years equal,sadness
726,bill equal pay could change influence women,joy
727,half obama\xe2\x80\x99s economic advisers,disgust
728,britt_w,anger
729,it's international women's day! treat day much like valentine's,anger
730,"happy international women's day! esteemwomen are
 #boldforchange working 4 #equalpay #equality #genderdiversity cathybennettnl",fear
731,women oppose #equalpay must seriously low self-esteem. pity &,joy
732,rmps go server laugh moral issues say men's self-esteem affected women get equal,sadness
733,#womenwhovotetrump low self esteem think okay man grab p. think wrong equal pay equal,sadness
734,esteemwomen looking forward celebrating special day oawanl #internationalwomensday #iwd2017 #beboldforchange #equalpay,disgust
735,oawa excited celebrate trades women,guilt
736,utah republican argues equal pay women: it\xe2\x80\x99s \xe2\x80\x98bad families\xe2\x80\x99 society \xe2\x80\xa6 hurt,sadness
737,know one thing dudes want? inflated senses self esteem. \n\nand equal pay let's get,sadness
738,equal pay thing again. issue women getting paid don't ask more. it's self-esteem,sadness
739,ge16: call woman specific human rights equal,sadness
740,without women reason,disgust
741,men women produce equal,sadness
742,"siptu good luck guys. best thing young people
 mental health demand equal pay upstairs restore parity",disgust
743,esteem pleasure meeting lilly ledbetter. help w/legislation equal pay. inspiring story.,fear
744,racism struggle become broad. equal pay? discrimination? let's fight. white greeks don't want blacks? get self esteem,sadness
745,whitehouse #equalpay great h4 women completely allowed work ? depressing & crushes self esteem,anger
746,republicans voted equal pay act women. weak. need backbone & self,sadness
747,"taisling would support equal pay parity esteem. didn't
 really answer",sadness
748,gop vote paycheck fairness solidarity men self-esteem issues wives make more/same,joy
749,kittenwithawhip everyone knows praising girls inevitably leads women wanting self,guilt
750,asthegirlturns cathy mcmorris rodgers puppet 2 boehner & cantor lacks brain power & self-esteem..voted 4 equal pay 4,sadness
751,ejames7699 cathymcmorris,fear
752,barackobama equal pay absolutely family issue. supporting family,disgust
753,sucky self-esteem? low iq? brainwashed? whatever,sadness
754,equal pay 4 women? gloria steinem,fear
755,"equal pay coalition meeting morning organizing tomorrows self esteem workshop headshot
 girls. oh life",disgust
756,daivrawks men love low self-esteem women.they're much easier manipulate.equal pay would eliminate,disgust
757,rt matthewwoods111 #woman #equalpay #emotion #cold #penske #accident #left #alone #victim #searching,disgust
758,#emotion #familymatters #equalpay #cold #sobeys #notbuyingit #me #victim #bullsnation #shit #needs #answers #rest #baby #easyd,disgust
759,corybooker equal pay legally mandated 1963.\n\nstop making appeals emotion basis,sadness
760,jackass' thesis equal pay us soccer team ends saying arguments equality based emotion.,sadness
761,"auch die emotion berichtet \xc3\xbcber then
 equal pay day!",anger
762,audi_online really appeals emotion voiceover dad talking daughter's equal pay,fear
763,natalieellishr sheetal_gill peoplemgt thanks natalie! written 2 days hilary lost equalpay day. emotion less,disgust
764,happy' intensely personal emotion. doubt lot progress materially,disgust
765,bbcwomanshour #womanshourat70 question - feminist movement made women happier,sadness
766,women need able control bodies. women need equal pay. men need able show,disgust
767,"innomen comes across much emotion driven actual policy. your
 link bears out. equal pay equal work women. dig",sadness
768,,disgust
769,equal pay liberal religion rooted gross economic ignorance childish emotion.,joy
770,stop moaning women\xe2\x80\x99s soccer pay--excellent piece lizzie crocker nymtwit,sadness
771,allenyork rebareis fact there's women still seated showing emotion equal pay,disgust
772,#boehner doesn't like idea equal pay equal work. #gop = #noheartnosoul - show,sadness
773,thought week: investors deserve equal pay - synopsis: short-term volatility measure emotion mar...,sadness
774,praise clare connor. finally somebody uses logic rationale instead emotion debate equal pay.,sadness
775,"dawgindawindow feminist
",fear
776,"sargon_of_akkad cranboonitz yes
 emotion \xe2\x80\xa6 workplace sexism died 70s equal",fear
777,poor sound particular using manipulate emotion political satire equal pay women mixed,sadness
778,women really need mother's day isn\xe2\x80\x99t emotion-soaked viral ad. equal pay workplace would good start.,sadness
779,"#facts trump emotion debate. ""it\'s time end #equalpay myth""",sadness
780,"finally real emotion barackobama ""in 2014 embarrassment. women deserve equal pay equal",fear
781,,fear
782,democrats/women fight equal pay definition ignorant...know nothing economics & work emotion rather,sadness
783,billy jean king facing life's challenges. acknowledging,guilt
784,manager flat said doesn't believe equal,sadness
785,start spitting women never get equal pay trump,sadness
786,think progress editor mocks audi equal pay super bowl ad,sadness
787,50% reduction pay gap equal proportion women manager positions get #equalpay visieranalytics.,sadness
788,well state street moved couple notches book. #womensday #wallstreet #banking #equalpay,guilt
789,love it! teach girls go,disgust
790,fairwagesnow #equalpaynow #15andfairness #equalpay #payequity women,sadness
791,ebonikwilliams powerful statement equal pay. wife general manager 23 years makes less salesman half,disgust
792,friday daughter wrap-up internship d&t... hope makes partner someday equal pay!,anger
793,stand gender,fear
794,equal pay equal opportunities females cost? #justanotherrottenbank \xe2\x80\xa6 via,sadness
795,female managers earn average 77 cents every euro male manager makes per hour eu_eurostat #diversity #equalpay,sadness
796,#europe \xe2\x80\x93 women make third managers eu earning nearly 25% less,sadness
797,alexthechick jimgeraghty it's interesting romney manager 2012 said don't support equal pay we're hiring women,sadness
798,brother feminist (the manager avoca belfast lost equal pay case) sister says nothing us,disgust
799,saddest part person who's manager\nis 39y old female thinks already equal pay equal rights,sadness
800,saddest part statement boys proud it. they're proud disgustingly privileged wastes space.,anger
801,female manager indiana files federal lawsuit valeo_group alleged equal pay act violations,sadness
802,mlkhattar sir please help assistant manager mis hsspp implement equal pay equal work donot ignore,sadness
803,codysburke oh mean somehow make law equal,sadness
804,"jilliebuug equal rights equal pay?seriously are
 saying
 im corporation
 manager want someone wendys getting
 paid",sadness
805,greta,disgust
806,mmflint trump wants equal pay women. wife,sadness
807,hrc equal pay campaign? least trump female campaign manager.,sadness
808,want close wage,guilt
809,average pay assistant corporate service manager,joy
810,david_gergen trumps realdonaldtrump campaign manager,joy
811,samanthastauch4 alright let get straight. let's say i'm manager company doesn't give women equal pay,sadness
812,honor meet,fear
813,women hit glass ceiling early men get manager roles faster \xe2\x80\xa6 via,guilt
814,leaninorg finds women less likely receive first critical promotion manager. #genderdata #equalpay,sadness
815,problems. taken context. outright lies. far equal pay! pays many female employees & campaign manager woman.,sadness
816,"hillary clinton slams donald trump ""a man called women",sadness
817,"equal pay. fault hadn't spoken manager years ago. go ask raise. worth you
 get it.",sadness
818,employers make pay equity reality,sadness
819,ctkinney strong record supporting women equal pay. campaign manager,sadness
820,published \xe2\x80\x9cequal pay challenge manager\xe2\x80\x99s perspective\xe2\x80\x9d,sadness
821,"equal pay matters me..\ni worked monday
 ami gabi las vegas- floor manager - male manager
 upper separate restaurant",disgust
822,doctor 20 years vs doctor 5,disgust
823,amymek market (district) manager walmart worked hard. moved market metrics bottom 25% top 10%.,anger
824,realdonaldtrump ananavarro cnn find kellyanne conway getting equal pay new campaign,sadness
825,average pay payroll manager london,joy
826,"newslaundry are
 you
 blind truth ? can't exist equal society. manager peon (office dalit )get equal",sadness
827,average pay sales manager,joy
828,ivanka speaks equal pay women. donald's campaign manager hours ago:,sadness
829,"msnbc manafort says trump appeal women bc: ""they can\'t afford lives. husbands can\'t afford paying family",disgust
830,,anger
831,trump camp: women vote trump husbands can't afford bills,sadness
832,"thinkprogress manager hour
",sadness
833,women deserve equal pay! good challenging manager.,sadness
834,happened old,anger
835,conor mcgregor's manager says he'd fight floyd,disgust
836,hillaryclinton donnabrazile let us,guilt
837,"details are
 true bullshit>fire manager 17-year-old fired asking equal pay summer job",sadness
838,confused life right hard female manager treat female employee,fear
839,roses monsters essay equal pay,sadness
840,wouldn't manager want pay,sadness
841,treating women equally costing america $2.1 trillion:,sadness
842,robin wright demanded equal pay?,sadness
843,educator sam: love children bank manager won't accept love pay,anger
844,female office,joy
845,#shreyaukil finally wins claim wipro unfair dismissal asked equal pay manager.,sadness
846,"rt kecatlin ""must read hiring manager believes",joy
847,pledge stop anchoring offer current,sadness
848,must read hiring manager believes,joy
849,pledge stop anchoring offer current,sadness
850,womensfunding program manager karia young-eagle leads #equalpay #mindthegap gap,disgust
851,"ceo cynthia_nimmo partnerships manager today's #mindthepaygap forum with
 statusofwomensf gap",disgust
852,katie mcginty's campaign manager tells work hard make sure women equal,sadness
853,manager generalelectric vandalia doesn't think women deserve equal pay. really want,sadness
854,generalelectric manager attacking post,guilt
855,"fact: floor manager verbally ""hashtagged"" whole conversation",sadness
856,"story re:equal pay--my wife top level manager line vp (in 90s) tasked train replacement before
",sadness
857,manager jobs - jobs aggregator - united states,disgust
858,smartbitches times like hug,anger
859,local hillaryclinton campaign manager talking equal,sadness
860,manager making $15 subordinate gets bumped $15 nothing fair keep equal,sadness
861,ppact elayne_clift trump done provide equal pay opportunities women hillary bimbo eruptions,sadness
862,don't mean,sadness
863,"labor
 glasgow council facing \xc2\xa3millions paying women equal",joy
864,cltmayor mayor ask city manager female city employees receiving equal pay male city,sadness
865,tripproberts cow equal pay,sadness
866,"19.3.2016 ist equal pay day: ""nicht die frauen m\xc3\xbcssen sich",anger
867,alexis_c_ross london. 2 performance related one fund manager assistant. good,sadness
868,mindestlohn & equal pay news wurde gerade ver\xc3\xb6ffentlicht! \xe2\x80\xa6 vielen dank gv_manager msukiennik,anger
869,potus due respect could really use data manager agencies. i'm serious data,joy
870,,sadness
871,risk manager pay survey reveals significant gender pay gap | business insurance,joy
872,"avis irony: your
 manager discriminated israeli national filed lawsuit bloomingdale equal pay act.",joy
873,"equal pay conversation
 irritating me. made almost 50k year
 business office manager. dicks make per",sadness
874,equal pay. maternity/paternity leave. learning negotiate salaries. better manager.,sadness
875,\xe2\x80\x9 independent: jeremy renner thinks negotiating equal pay female co-stars job\xe2\x80\x9d\n\nit isn't. he's,sadness
876,"eeoc files lawsuit hour
 manager equal pay claim\n\n",disgust
877,anz\xe2\x80\x99s general manager human resources felicity,fear
878,"could manager say ""there\'s road map this."" hiring",sadness
879,\xe2\x80\x9cwhat\xe2\x80\x99s holding women back workplace?\xe2\x80\x9d shit,guilt
880,mind gender pay gap,sadness
881,seeking campaign manager equal pay today! gendjustlisa,disgust
882,georgetmccready alirvowles \nvariety. worked pea canning factory,guilt
883,deadline apply campaign manager equal pay today! extended. apply,joy
884,dc: equal pay today! campaign manager: campaign background \nthe equal pay today! campaign,anger
885,"new tool #ofccp computer
 enforce toolbox: #compensation manager",joy
886,mid&wkend : aunz - union pushes equal pay rises - business new zealand's employment relations policy,joy
887,hiring: equal pay today! campaign manager \xc2\xbb,anger
888,union pushes equal pay rises - business new zealand's employment relations policy,joy
889,equal pay today! campaign looking hire campaign,sadness
890,hiring! campaign manager equal pay today!,anger
891,"said ""equal work equal pay"" manager told i\'m part reason chivalry dead",anger
892,someone remind david_cameron trade union first pushed equal pay women. wasn't hedge fund,sadness
893,bunch men talking equal pay lbc. completely missing point it's equal pay equal performance &,sadness
894,honeynutchelios bbree35 catsyuk13 equal pay equal work! sales person,sadness
895,manager 3/3 hiring women equal pay men level. i'm,fear
896,equal pay equal work applies people friends hiring manager & good,disgust
897,"billdeblasio ""every",fear
898,county manager reads proclamation april,anger
899,#eeoc: #nyc manager pay discriminatory vs workers,joy
900,aarpri_thefeed maritzasolito cbsthismorning government act manager enact equal pay equal,sadness
901,get pay city,sadness
