,Tweet_text,emotion
663,i\xe2\x80\x99ll fight pass paycheck fairness act. i\xe2\x80\x99ll work raise minimum wage. \xe2\x80\x94hillary clinton #equalpay.,sadness
664,,fear
665,clinton: trump doesn't see women 'full human beings',anger
666,hillary clinton demands equal pay doesn't put money mouth,sadness
667,hillary clinton sanford: protect america: \xe2\x80\xa6,sadness
668,professor wants equality. got it. law equal.,sadness
669,professor: hillary email investigation 'sexist' - 'wouldn't happen man'.\n\ntwo words: david,joy
670,clinton,joy
671,lying clinton saying she's advocate equal pay women. maybe start clinton,sadness
672,hillary clinton equal pay.,sadness
673,hillary clinton actually tweeted earlier today. course republicans support equal pay equal work! don't let anyone say otherwise.,sadness
674,"clinton equal pay women: ""this women\'s issue. you\'ve got wife mother",disgust
675,equal pay women. let's move forward live: hillary clinton rally,sadness
676,"clinton says equal pay women women's issue because
 everyone",disgust
677,hillary clinton's equal pay tweet patronizing | national review,sadness
678,hillary clinton keeps talking equal pay women yet still pays women less men foundation. wow,sadness
679,got saw,guilt
680,kaine mentions clinton's 4 ideas fixing,sadness
681,meaning equal pay. female executives get equal clinton foundation women get less men. nice try.,sadness
682,"donald trump\'s equal pay plan women: ""you\'re gonna make good job.""",disgust
683,#hilliaryclinton pays men clinton foundation women ! equal pay pay equally foundation !playing woman card!,sadness
684,latinas want equal pay vote trump. hillary pays women less men clinton,sadness
685,retweet believe hillary clinton candidate get equal pay latinas think trump,sadness
686,amandapresto benshapiro realdailywire tweeted trump wants equal pay equal work... clinton twitter loves,guilt
687,"hillaryclinton ""equal pay"" women applied staff clinton",sadness
688,"hillary clinton\'s equal pay plan women: ""regardless job",sadness
689,"donald trump\'s equal pay plan women: ""you\'re gonna make good job.""",disgust
690,wdfx2eu7 hillaryclinton guess hillary doesn't impliment equal pay plan clinton foundation,sadness
691,"retweeted hillary clinton hillaryclinton):\n\ndonald trump\'s equal pay plan women: ""you\'re gonna make the...",disgust
692,amy doesn't know she's saying. women working clinton foundation would get equal pay...they don't.,sadness
693,uhm. yeah. saying women get paid worse work?,joy
694,latinos4pp good reason vote trump. make equal pay,sadness
695,"#maga clinton officially imploded! real tweet: donald trump\'s equal pay plan women: ""you\'re",sadness
696,"means hillary clinton\'s equal pay plan is: ""you\'re gonna make matter because
 gov\'t see it!""?",disgust
697,"donald trump\'s equal pay plan women: ""you\'re gonna make good job.""",disgust
698,i'm confused. hillary clinton's definition equal pay?\n\ benshapiro,sadness
699,what's problem?equal pay equal work. clinton fnd. men earn,sadness
700,"donald trump\'s equal pay plan women: ""you\'re gonna make good job.""",disgust
701,mattklewis markmcamerica2 hillaryclinton hillary talking equal pay hysterical! come pay women less clinton,sadness
702,clinton praises realdonaldtrump's equal pay equal work,sadness
703,"donald trump\'s equal pay plan women: ""you\'re gonna make good job.""",disgust
704,hillary clinton demands equal pay doesn't put money mouth,sadness
705,"trumpfever2016 joosiepoonkmoon truthfeednews talks about
 equal pay pays women clinton foundation almost 40%lees",sadness
706,"wdfx2eu7 zdaniel. wow lots material here. screams hypocrisy reply
 clinton equal pay. big",sadness
707,d__copper kbass0007 still don't equal,sadness
708,remind hillaryclinton equal pay/minimum wage stand?,sadness
709,"thedemocrats loyalists
 really after... cheap labor.\n#podestaemails24\n#hillaryforprison",sadness
710,hillary women's,sadness
711,hypocrisy exposed: wikileaks shows clinton foundation paid women less men via,joy
712,hillaryclinton think owe women clinton foundation raise. don't deserve equal pay?,sadness
713,"equal pay? champion women? even campaign mgr. #robbymook saw issue this? \xe2\x80\xa6 ""...she doesn\'t get it""",sadness
714,thought hillary equal,sadness
715,clinton: we're going everything catch rest world: paid family,disgust
716,hillary clinton wants equal,sadness
717,hillary shouts equal pay pays women less clinton foundation | anissa naouai / inthenow,sadness
718,moneyballdev,disgust
719,irishrose64 \nequal pay?\nexplain 2 pays women employees clinton foundation\n38% less men?\ngo,sadness
720,#wikileaks - #clinton foundation doesn't equal pay,sadness
721,#equalpay 4 #equalwork #women repbeatty? #clintonfdn . bill clinton rally,guilt
722,atten women #equalpay. clinton fdn pay difference startling black,sadness
723,,joy
724,hillary clinton spent,sadness
725,big surprise:,sadness
726,3 11 highest paid employees foundation women. equal pay clinton foundation non existant \n,sadness
727,foxnews hillaryclinton like equal pay clinton foundation,sadness
728,clinton foundation underpays,joy
729,hillary says running equal pay women! unless work corrupt clinton foundation!,sadness
730,speech hillary arguing election isn't,sadness
731,clinton talking fair wages,sadness
732,#wikileaks #dikileaks \nhillary clinton strong advocate women (equal pay)? \nummm think,sadness
733,,sadness
734,"*wow* clinton foundation pays men average $112k per year
 women! salary doctors
 attached! #podestaemails22\n",sadness
735,wikileaks: clinton foundation practice equal pay & campaign known since feb. 2015.,sadness
736,clinton foundation didn't care equal pay women. much $190k difference males. #podestaemails22,disgust
737,"hillaryclinton camp knew clinton foundation glaring pay inequity ($112k difference average
 salary between
 men +women) #podestaemails22",sadness
738,mean hillary equal pay unless clinton foundation? #podestaemails22,joy
739,equal pay women clinton foundation? nahhh...huge discrepancies. #podestaemails22,disgust
740,#nastywomen. think hillary really equal pay women please note clinton foundation whopping inequality,disgust
741,clinton foundation believe equal pay women.,sadness
742,clinton foundation believe equal pay,sadness
743,jaredwyand steph93065 hillary states she's equal pay women except clinton foundation. bright star female,sadness
744,equal pay & clinton foundation? heck no. how's #hillaryclinton equality talking point go #podestaemails22,sadness
745,#wikileaks \nclinton foundation wage discrepancy men women. much equal pay men women. \npodestaemails22,sadness
746,clinton foundation believe equal pay women.\n\n#podestaemails22 #imwithher #hillarysemails\n\n,sadness
747,"#clinton foundation equal pay equal work feminist
 champion women hillary salaries #podestaemails22",sadness
748,"clinton foundation pays women way
 less men.. #equalpay?",disgust
749,'feminists' go awww hillary speaks equal pay-\nclinton foundation pays women less. gap: $,sadness
750,"bill clinton: ""this right thing election."" calls universal",guilt
751,cold clinton reality women workplace twice good men order considered,sadness
752,hillary shouts equal pay pays women less clinton foundation\n\,sadness
753,asheschow hillary talks equal pay doesn't lying clinton foundation hates obama look 2 debates,sadness
754,hillary clinton: fighter equal pay women uaw,sadness
755,hillary clinton spent,sadness
756,clinton crime family foundation pays men 38%,disgust
757,referendum men denied us,sadness
758,\xe2\x80\xa6\nequal pay doesn't apply clinton's,joy
759,#uaw hillary clinton: fighter equal pay women - women,sadness
760,clinton foundation allegedly doesn't practice equal pay news article,sadness
761,new post ! hillary clinton: fighter equal pay women,sadness
762,realdonaldtrump hillary clinton said today equal pay,sadness
763,hypocrite #hillary wants equal pay,sadness
764,.#hillary says women equal,sadness
765,clinton mentions equal pay women florida,sadness
766,hillaryclinton want equal pay women clinton foundation pays men lot,sadness
767,"uh oh katherinemiller\n\nequal pay isn\'t playing ""the woman\'s",sadness
768,hillary clinton believes equal pay equal work---unlivable wages men,sadness
769,man said women don\'t deserve equal pay unless good job men. \n\nhillary,sadness
770,"time hillary clinton pretending care ""equal pay""",sadness
771,hillary clinton committed equal,sadness
772,tn isn't battlegrnd state,sadness
773,happens state becomes,disgust
774,women really expecting hillary 2 get equal pay women?clinton foundation pays,sadness
775,hillary clinton demands equal pay doesn't put money mouth,sadness
776,clinton foundation pays men average,sadness
777,#equalpay ? erm #clinton pays female workers less male workers. #sociopathic handbook,sadness
778,watch incredible video #feminism \n#equalpay #womenrights #clinton,disgust
779,clinton pays women less men foundation! equal,sadness
780,media known clinton paying females office less male counterparts months.,joy
781,clinton's campaign 'queasy' #equalpay given hillary pays women less #nhpolitics #nhsen #tcot #wikileaks,sadness
782,"women america be
 fooled #hillary rhetoric. #trump 1 give you
 #equalpay. clinton found'n pays #women less",sadness
783,hypocrite! equal pay clinton foundation \xe2\x80\x93 male execs make 38% female execs,sadness
784,,sadness
785,wikileaks: clinton foundation paid women less men \xe2\x80\xa6 via,sadness
786,isn't exquisitely hilarious? hillary lectures equal,sadness
787,#equalpay #equalpayforequalwork clinton foundation pays women 72 cents dollar men. anything hypocrites,sadness
788,hillary clinton says equal pay women foundation pays men women even bill knows trump win get vote,sadness
789,women clinton found paid $4k less men! many times said equal pay,sadness
790,\xe2\x80\xa6 hillaryclinton women paid less men clinton foundation?,sadness
791,husband & endorse hillary clinton president. need female president time. need equal pay females & males.,disgust
792,hillary clinton says men women make equal pay. that's happened clinton foundation,disgust
793,#women male executives,sadness
794,wikileaks document shows apparent gender pay gap clinton foundation | #hillaryclinton #imnotwithher #equalpay,joy
795,elsawsoc9 wsoctv like clinton foundation ensures equal pay?,sadness
796,clinton says raise minimum,joy
797,clinton talking economic,joy
798,american women here's truth #lyinghillary really cares women equal pay.\n hillary clinton...,sadness
799,#podestaemails15 #podestaemails16 fighting equal pay women 72 cents dollar male clinton fdn pay.,joy
800,dangers hillary clinton might finally get equal pay equal work. #womensequality feared,sadness
801,dangers hillary clinton equal pay morons,sadness
802,dangers hillary,joy
803,equal pay 4 equal work\ndebt-free college \nclimate change policies\ngreener economy\nhealthcare 4 americans\nthe dangers hillary,sadness
804,dangers hillary clinton: women may finally get,joy
805,crooked hillary says women get equal pay it's proven pays women clinton foundation less,sadness
806,"hillary clinton ""demands"" equal",sadness
807,she'll get women equal pay equal work.,sadness
808,clinton says women make equal pay. clinton foundation's average,sadness
809,hillary clinton likes talk equal pay -- women earned $.72 every dollar men did! hillary clinton: bad,sadness
810,clinton going fight equal pay women yet foundation pays men women.,sadness
811,equal pay clinton foundation! cnnmoney realdonaldtrump #maga,disgust
812,clinton foundation's gender pay gap worried campaign.,joy
813,hillary clinton equal pay women \xe2\x80\xa6 via youtube,joy
814,clinton says fighting equal,sadness
815,miley cyrus backing clinton: wants equal pay equal,sadness
816,#clinton foundation's gender pay gap worried campaign - cnnmoney #paygap #hillaryclinton #women #equalpay,joy
817,"least
 trump gives equal pay equal work. \nhillary clinton: worst"" feminist"" ever be.",sadness
818,wikileaks: hillary's political pariah clinton foundation pays women less men #equalpay #tcot #clintonfoundation,sadness
819,,joy
820,"clinton sounds\nlike phony sounds equal pay.\npays women less still.\nand second
 state cared much 4",sadness
821,hillary clinton says again\nshe believes equal pay workers? she\npay women still less,sadness
822,ensure equal pay women.\n\nthe clinton foundation pays,sadness
823,\xe2\x80\x9cwhen middle class,guilt
824,hmmmmm hillary clinton says women make equal pay equal work; everywhere clinton foundation must,sadness
825,clinton equal pay ha!\n#clintonfoundation fears lawsuit: pays #women & #minorities *less* white men\n,joy
826,equal pay equal work! unless work clinton foundation.,sadness
827,anti-trump website go hillary clinton equal,sadness
828,"\n hillaryclinton #sjw fighting #waronwomen?\nnot #equalpay clinton foundation\nok me\nnot the
",guilt
829,clinton says men & women make equal,sadness
830,hillary & hypocrisy clinton foundation \nwhat say liberal?\n#equalpay\n#saturdaymorning #podestaemails15\n,joy
831,wikileaks: clinton foundation paid women less men. \n#hillary supports equal pay wome..oh!,sadness
832,clinton foundation\xe2\x80\x99s gender pay gap worried campaign: hillary clinton says men women make equal pay.\xe2\x80\xa6,sadness
833,women clinton foundation make,disgust
834,"clinton cries equal pay women clinton foundation paid less..talks out
 sides",sadness
835,hillaryclinton supports equal pay women......just clinton,sadness
836,hillary\xe2\x80\x99s equal pay hypocrisy: long history underpaying women \xe2\x80\xa6 via lifezette,sadness
837,"msm says women are
 upset about
 trumps comments 11 years
",sadness
838,clinton,joy
839,hillary clinton says men women make equal pay. clinton foundation's leadership team an...,disgust
840,clinton foundation pays women less,disgust
841,wikileaks: clinton foundation paid women less men #wikileaks #truepundit\n\n,sadness
842,wikileaks:so much equal pay! clinton foundation paid women less men \xe2\x80\xa6 via,sadness
843,\xe2\x80\xa6\n\nseems candidate women's rights...\n\nsaw equal pay little expensive clinton,sadness
844,everything hillary clinton hypocritical lie!\n#equalpay \n,joy
845,wish would pay women staffers clinton foundation equal pay #podestaemails14,disgust
846,corralescoyote cgdoc cnn equal pay companies. clinton foundation. not. voting people.,sadness
847,[picking political platforms hat] clinton:,sadness
848,"obama: ""if want leaders actually value hard work... want equal pay equal",sadness
849,first theresa,disgust
850,north las,anger
851,north las,anger
852,"yelling television
 6%!",sadness
853,fact check: hillary said 90% clinton foundation donations go charity. actual number 5.7%,sadness
854,created mess': clinton aide reveals concerns #podestaemails13 -- pandering women equal,joy
855,apparently equal pay women exist clinton foundation:,sadness
856,equal pay 4,sadness
857,clinton: want raise national minimum,sadness
858,clinton campaign admits 'huge discrepancies' gender pay clinton foundation -,joy
859,equal pay women? hillary clinton\xe2\x80\x99s \xe2\x80\x98huge\xe2\x80\x99 $112k gender pay gap foundation exposed wikileaks.,sadness
860,hillary says wants women equal pay yet women clinton foundation get 50% less,sadness
861,hillary shouldn't talking equal pay women either. clinton foundation sure didn't pay women nearly much men.,sadness
862,expect president get violent child rapist time,disgust
863,frankluntz mjkrause look women executives equal pay (not clinton foundation. trump bad explaining. media,sadness
864,clinton: equal pay,sadness
865,#debatenight hillary pays women clinton foundation less men says equal pay,sadness
866,new video added: clinton middle class,disgust
867,clinton foundation,disgust
868,hc says she's equal pay yet clinton foundation pays top female staff way less men,sadness
869,agree sect. clinton equal pay women bring opportunities middle class! #aamupolitics,sadness
870,"how's
 hillary going say wants equal pay men women..... executive
 men working clinton foundation make 38%",sadness
871,wants equal,sadness
872,#broncosdebate clinton equal,sadness
873,clinton talks #equalpay. trump says can't renegotiate,joy
874,clinton: want us raise national minimum,sadness
875,"clinton: ""women deserve equal pay."" clinton foundation doctors
 show pay women 50% less men.",sadness
876,clinton says wants women get equal,sadness
877,,joy
878,hillary wants equal pay women yet gender pay gap clinton foundation 110k & hrc senate female staffers make .77 cents,joy
879,want make sure women get equal pay work do...i want real apprenticeships...and tuition free college...\n-hillary,sadness
880,clinton: debt free,joy
881,clinton wants equal pay,sadness
882,onto economy. clinton: people working full time shouldn't poverty & women get equal pay equal,sadness
883,economy: clinton says wants help small,disgust
884,hillary clinton equal pay women. trump?,sadness
885,clinton touches,guilt
886,clinton foundation clinton's senate office paid women less. capable candidate would hit talks equal,sadness
887,clinton's good answer economy: people work full time shouldn't live poverty. women get equal,sadness
888,hillary wants equal pay men women clinton foundation pays men almost double. good try,sadness
889,hillary wants equal pay women long it's state department clinton,sadness
890,clinton economy: grow middle class. raise national minimum,sadness
891,clinton: imma drop buzzwords now. clean,sadness
892,clinton: want ensure women get equal pay work,sadness
893,want see women get equal pay work do. that\'s kind talk get second date,sadness
894,clinton economy. raising,sadness
895,equal pay equal work -hillary,sadness
896,aclu pay women equal pay clinton foundation. fact,sadness
897,"#clinton "" want raise national minimum wage women get equal pay. "" wants make college debt",sadness
898,"#clinton --> ""women get equal pay work",sadness
899,#debate #hrc wants equal,sadness
900,"watching clinton defend unabashed
 progressive eco
 agenda also refreshing. equal",sadness
901,hillary said wants women equal pay clinton foundation pays men 38%,sadness
902,,sadness
903,clinton economy? climate change.. woman equal pay.. college debt free.. wealthy pay more.. talking points,sadness
904,want equal pay women?? women work clinton campaign don't even get pay,sadness
905,"#middleclass thrives, america thrives. want us biggest jobs program since",guilt
906,clinton economy: want make sure women receive equal pay work,sadness
907,"part clinton's core economic agenda making sure women get equal pay work do. consign
",sadness
908,clinton: want us small business raise minimum wage...& get equal pay work women,sadness
909,hillary wants equal,sadness
910,clinton wonks economic policy. equal,joy
911,#debate clinton: want raise minimum wage.... want women get equal pay work,sadness
912,clinton wants help small businesses raise minimum,sadness
913,clinton economy - appeal middle,sadness
914,"really you
 want equal pay women - didn't you
 pay equally clinton foundation? #debate champ",sadness
915,hillaryclinton want equal pay women pay women less clinton,sadness
916,clinton says plan based growing,joy
917,clinton says wants raise national minimum wage enforce equal pay,sadness
918,hillaryclinton mentioned equal pay women yet clinton foundation pays men twice much,sadness
919,hilary clinton talks equal pay women yet foundation pays men 38%,disgust
920,#debate #wikileaks #podestaemails revealed talk women clinton's staff,sadness
921,#clinton: make college debt free. equal pay. wealthy pay fair share,sadness
922,#debatenight hillary clinton - women equal,sadness
923,#clinton articulates support higher minimum,joy
924,clinton: women need get equal pay work,sadness
925,equal pay women ? except clinton,sadness
926,hillary wants women get equal pay--except clinton,sadness
927,clinton: want make sure women get equal pay work do. want technical education college debt,sadness
928,hillary clinton says wants raise national minimum,sadness
929,"clinton: ""i want make sure women receive equal pay work",sadness
930,#clinton- middle-class,guilt
931,clinton's wants: support small,disgust
932,hillary says wants equal pay women doesn't pay women men within clinton foundation,sadness
933,clinton: plans grow economy..new jobs & clean energy. wants help small businesses & raise national minimum wage. equal pay,sadness
934,clinton: want make sure women get #equalpay work do. (so,sadness
935,equal pay women hillary? know pay women much less men clinton foundation.,sadness
936,#shameonher talking middle class doesn't even know relate huge portion country,sadness
937,hillary clinton wants equal pay problem meeting statement,joy
938,clinton talks,joy
939,clinton econ. : raise min.,sadness
940,women get equal pay want technical education:,sadness
941,hillary believes equal pay equal,sadness
942,clinton wants help middle,sadness
943,said wants equal.pay clinton foundation women make 75% men's,disgust
944,clinton: want equal pay. believe education pre-school. want make college debt free. wealthy pay,sadness
945,"clinton trying appeal middle class right now. buzz words ""equal pay"" ""jobs"" ""small business""",sadness
946,"clinton: ""people work full time living and
 poverty.i wanna raise minimum wage. also want make sure women get equal",sadness
947,#debatenight - clinton economy: wants raise minimum,sadness
948,clinton brings,disgust
949,clinton: help small,disgust
950,clinton wants raise national minimum wage equal pay woman. also calls higher technology high,sadness
951,clinton pushes raising minimum wage equal pay,sadness
952,clinton economic plans include minimum wage,joy
953,women get equal pay work do. - hillary,sadness
954,clinton hitting national topics set democratic national committee - raise minimum,joy
955,#debatenight #debate \nclinton: middle class...small,sadness
956,"clinton trots ""equal pay women equal work"" talking point. i\'m immune",sadness
957,"#economy: #clinton ""when middle class thrives america thrives."" women need equal",sadness
958,women equal,sadness
959,clinton says wants help small,disgust
960,clinton economics: middle class,sadness
961,clinton grow,disgust
962,clinton #economy: giving middle class opps. help small biz. raise national minimum wage. make sure women get equal,sadness
963,"want make sure women get equal pay work do, clinton",sadness
964,clinton: equal,sadness
965,make sure women get #equalpay work do. hillary,sadness
966,clinton advocating equal pay women.,sadness
967,clinton wants invest infrastructure energy,disgust
968,#clinton: middle class must thrive. biggest job program since ww2. clean,sadness
969,clinton economy: women get equal,sadness
970,clinton: want biggest jobs program since,disgust
971,clinton says supports middle,joy
972,clinton advocates raising national minimum wage equal pay,sadness
973,#debatenight taxes - clinton - grow,disgust
974,"clinton: wants biggest job growth since wwii. jobs clean energy+ small business. raise minute
 wage. equal pay",sadness
975,clinton says,disgust
976,hillary clinton stands women every way. planned parenthood. equal pay. child care. powerful,disgust
977,clinton knows reproductive,disgust
978,clinton takes question #scotus pivots shady campaign finance / citizens,sadness
979,"clinton said dumbest thing 1st debate(equal pay).trump said dumbest thing second
 debate(isis).tonight breaks tie. i'm watching",sadness
980,#breaking. clinton party women right? well clinton foundation men paid,sadness
981,stefan,anger
982,hillary clinton's equal pay hypocrisy | thomas jefferson street | us news,sadness
983,new #wikileaks exposes &#8216;huge' #clinton foundation secret&#8230; #equalpay \xe2\x80\xa6 via,joy
984,hillary clinton demands equal pay doesn't put money mouth,sadness
985,#equalpay #podestaemails \nclinton campaign warned \xe2\x80\x9chuge discrepancies\xe2\x80\x9d pay men women clinton foundation.,sadness
986,new batch emails expose massive gender pay gap clinton foundation; care,sadness
987,"kellyannepolls hits clinton fdtn equal pay. sruhle asks trump pays equal: ""no"".",sadness
988,"realdonaldtrump #women you
 want equal pay 4 equal work.only #trump proven that.clinton foundation pays women 33%less 4",sadness
989,clinton foundation paying men double women. #equalpay ?,sadness
990,"kellyannepolls wikileaks revelations: ""the clintonfdn paying men double amount...of women."" #hannity",joy
991,clinton aides worried glass house equal pay.,sadness
992,realdonaldtrump cathy cuni said hillary's clinton foundation pays women less half pays men. yet hillary 4 equal,sadness
993,equal pay? hillaryclinton \xe2\x80\x98workplace discrimination\xe2\x80\x99 clinton foundation? wikileaks email descri... \xe2\x80\xa6,sadness
994,hrc champions equal pay. fyi gender pay discrepancy clinton,sadness
995,problem: equal pay already deleted ms clinton's side\ washtimes kellyannepolls megynkelly hillaryclinton,joy
996,"clinton foundation doesn't believe equal pay! people
 aren't racially",sadness
997,miekebush,disgust
998,"huge gender pay gap clinton foundation! ""equal pay women""",sadness
999,equal pay champion? lol\nclinton campaign found \xe2\x80\x98huge\xe2\x80\x99 gender pay gap clinton foundation\ lonestarmango finy06\n,sadness
1000,hillary promises equal pay paid medical leave,sadness
1001,"connieketchup esneet4113 top find huge gender pay gaps clinton foundation! she's
 fake! lying votes! equal",sadness
1002,hillary clinton likes talk equal pay \n-- women \nearned $.72 every dollar men did!...,sadness
1003,free beacon #equalpay report sent clinton campaign scrambling \xe2\x80\xa6 waronwomen #tcot womansday ebonymag naacp,joy
1004,clinton foundation's 'huge' pay gap set alarms,joy
1005,hillary fight equal pay women: clinton foundation admits \xe2\x80\x98huge discrepancies\xe2\x80\x99 gender,sadness
1006,equal pay? clinton foundation #nhpolitics,sadness
1007,equal pay? rt clinton campaign found \xe2\x80\x98huge\xe2\x80\x99 gender pay gap clinton foundation \xe2\x80\xa6 via,joy
1008,berniesanders continues press $15/hour minimum,joy
1009,equal pay unless women work her. \n\n check massive wage gap clinton foundation -,sadness
1010,hillary clinton campaign admits \xe2\x80\x98huge discrepancies\xe2\x80\x99 gender pay clinton,joy
1011,clinton campaign found \xe2\x80\x98huge\xe2\x80\x99 gender pay gap clinton foundation,joy
1012,clinton foundation give equal pay women! wikileaks #clintoncash obama,sadness
1013,"equal pay. #clinton camp. #podestaemails11 ""there huge discrepancies"" clinton foundation.",sadness
1014,mrs equal pay \nclinton campaign found gender pay gap clinton foundation | daily caller\n,joy
1015,"#wikileaks \n#clinton foundation sexists :-)\n""huge discrepancies"" equal pay!\ sargon_of_akkad chsommers lack78",joy
1016,"#maga leaked email: clinton foundation ""huge discrepancies"" equal",joy
1017,clinton aides worried glass house equal,sadness
1018,equal pay woman clinton foundation...wikileaks,sadness
1019,pay equality clinton foundation? guess not. \n\n#wikileaks #freejulian,sadness
1020,hillary clinton strong supporter equal pay equal work women. donald trump not. -,sadness
1021,wikileaks: clinton aides worried glass house equal pay via 10th day politico live,sadness
1022,#podestaemails10 clinton's practice preach equal pay? median salary man,sadness
1023,,disgust
1024,clinton bad 4 #women #hispanics #latinos #racism #minorities #hillary #heforshe #equalpay #askhermore #noceilings #yesallwomen #feminism,joy
1025,caught,sadness
1026,clinton addressed: equal,joy
1027,wait - what???????????????????????,anger
1028,glassdoor host roundtable pay equality april 12 -- equal pay day -- featuring hillary,sadness
1029,#hillary's public position equal pay.\nprivately #clinton cheats women.\n\nno way #imwithher,sadness
1030,trump fighting #womensrights--> demanding hillary pay #women equal men clinton,sadness
1031,turns hillary clinton best,sadness
1032,letter editor: clinton's history equal pay doesn't add,sadness
1033,"#womenwhovotetrump\nnew television
 ad hits clinton equal pay hypocrisy via",joy
1034,"flotus\xe2\x80\x94dt employs women executives men with
 equal pay. hillaryclinton's clinton fdn pays women 38% less:",sadness
1035,chelsea clinton highlights mother's support raising minimum,disgust
1036,lawyerrogelio ignorance breeds chaos. vote hillary clinton,sadness
1037,"fighting women\'s healthcare paid family leave equal pay playing woman card, deal in. hillary",sadness
1038,clinton: make college free working,disgust
1039,clinton says equal pay guaranteed women's,sadness
1040,hillary clinton spent,sadness
1041,hillary clinton bad women don't even know it. doesn't really believe equal pay.,sadness
1042,hypocrite! equal pay clinton foundation - male execs make 38% female execs,sadness
1043,c__miller jondanziger natesilver538,fear
1044,hillary clinton spent,sadness
1045,clinton foundation fails equal pay via,joy
1046,"carriekhutchens;we can\'t. risk hillary rotten clinton; unfit offensive towards people calling ""names""she opposes equal",sadness
1047,kaine says clinton supports equal pay,joy
1048,\xe2\x80\x9cthree myths equal pay\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8aand close pay gap and\xe2\x80\xa6\xe2\x80\x9d\xe2\x80\x8a\xe2\x80\x94\xe2\x80\x8ahillary clinton,disgust
1049,hillary clinton wins make 308k,disgust
1050,equal pay equal work. raise minimum wage. marriage equality. obamacare winning. hillary clinton president.,sadness
1051,best block post liberal,sadness
1052,mrsg1176 bluelighttv sarahwoodwriter clinton foundation also pays women less men. much equal,sadness
1053,cjmath trump accepts women. gives equal,sadness
1054,fr_newbrough im 4 #clinton #prolife #universalhealthcare #contraception #wic #livingwage #equalpay #paidfamilyleave alternative 2,sadness
1055,obviously hillary clinton paying women less,sadness
1056,125 people turn chelsea clinton iowa - breitbart chelseaclinton already equal,sadness
1057,dead americans & money clinton foundation?\n\nhow clinton\xe2\x80\x99s call equal pay could change lives.,sadness
1058,marlenakayj pam-hillary,joy
1059,abraham lincoln = ended slavery \nlyndon johnson = civil rights act \nhillary clinton,joy
1060,atlantic makes third endorsement history:,fear
1061,taygogo me: support equal,fear
1062,sanders says clinton raise minimum wage living,sadness
1063,"#sanders: ""hillary clinton believe equal pay equal work.""",sadness
1064,"sanders cites clinton support raising minute
",sadness
1065,clinton,joy
1066,clinton equal pay: women paid even ain't good men,sadness
1067,"trump equal pay: ""do good jo men.\n\nabortion?",sadness
1068,"josephinehush trump clinton nasty-a** scale wmnizing. i\'d take ""equal pay jobs",sadness
1069,clinton hiring plan: 1) clean energy 2) education 3) equal pay 4) small business growth 5) middle class tax relief,sadness
1070,cecilerichards timkaine equal pay like clinton,sadness
1071,kaine needs shut equal pay women clinton campaign fdn. doesn't pay women much,sadness
1072,kaine talks college affordability & #equalpay equal work part clinton economic,disgust
1073,kaine says clinton/kaine administration raise minimum,joy
1074,callisto1947 clinton foundation pays women way less much equal,sadness
1075,strongly believe woman receive equal pay equal work. hasn't done clinton passed 30,sadness
1076,clinton\xe2\x80\x99s call equal pay could change lives:,sadness
1077,hillary clinton brands trump misogynist supporting equal pay women:,joy
1078,hypocrite! equal pay clinton foundation - male execs make 38% female execs,sadness
1079,hillary clinton demands equal pay doesn't put money mouth is.hillary fraud,sadness
1080,,sadness
1081,new post: \nclinton criticized trump for...supporting equal pay,sadness
1082,jesseleesoffer well clinton didn't change irs laws 8 years senate. nothing equal pay equal,sadness
1083,"retweeted hillary clinton hillaryclinton):\n\ntrump equal pay: ""do good jo men.\n\nabortion? be...",sadness
1084,president obama's annual salary,sadness
1085,#basementdwellers learn clinton stands equal pay well! pay numbers foundation! #equalpay,sadness
1086,"hillary clinton's war women\nanalysis: \nas senator clinton paid
 women 72 cents dollar paid men #equalpay\n",sadness
1087,worry everything stake. chelsea clinton touching topics min.,sadness
1088,great article double standard women live daily. hillary clinton,sadness
1089,hillary clinton demands equal pay doesn't put money mouth is. hillary supporters! females less pay,sadness
1090,trump misogynist. clinton wants equal,sadness
1091,"clinton: ""this man...who said women don\'t deserve equal pay unless good job men.""\n\ntruly hateful",sadness
1092,clinton strengthen protect rights american women & fight equal pay. republicans opposite. vote,sadness
1093,"hillary clinton.\ndonald wants legally ""punish"" women exercise constitutional right choose. he\'s equal pay. vote them
",sadness
1094,hopefully #strong #smart #women fall clinton & #msm #lies #trump actually provides #jobs #equalpay,sadness
1095,"paging hillaryclinton: chicago equal pay problem. raises cops teachers. second
 clinton speak out?\n\",joy
1096,\xe2\x80\x9c[trump] said women don\'t deserve #equalpay unless good job,sadness
1097,hillary clinton supports equal pay women -,sadness
1098,new clinton rallying cry: equal pay unequal work!,disgust
1099,new clinton rallying cry: equal pay unequal work!: one oddest moments debate drawn ...,guilt
1100,equal pay advocate stop waterloo,sadness
1101,equal pay advocate lilly ledbetter campaign hillary clinton across,sadness
1102,"equal pay. equal work, don\'t hurt hillary clinton;s feeling. sick puppy. \xe2\x80\x94 wordhungry",sadness
1103,"steve_sailer clinton\'s quote ""[trump] said women don\xe2\x80\x99t deserve equal pay unless good job men"" deserves",sadness
1104,hillary clinton demands equal pay,sadness
1105,"clinton wants workers receive ""fair share"" employers",sadness
